image_id,method,psnr,ssim,rmse,mae,bias,r2,pearson,psnr_norm,ssim_norm,rmse_norm,mae_norm,bias_norm,r2_norm,pearson_norm
ntl_chip_Eqbaliyeh_1697,learned,31.720638275146484,0.9306243062019348,0.0259396973997354,0.0163305252790451,-0.0009923207107931,0.9742335677146912,0.9870941042900084,0.19839641851474046,0.8723224512544596,0.7473444284306272,0.7952489562754811,0.7722488099130227,0.9999999999976154,0.9916568967188724
ntl_chip_Erzurum_377,learned,34.699256896972656,0.9458460211753844,0.0184090174734592,0.0097972927615046,5.732908175559714e-05,0.977351188659668,0.9886592626571656,0.2478517399985249,0.90034076895733,0.8206969261199885,0.8771621926229896,0.9868421907812491,0.999999999997904,0.9932292899511925
ntl_chip_Eydhafushi_1927,learned,34.96306228637695,0.8882167339324951,0.017858300358057,0.0110074169933795,-7.310384535230696e-05,0.77149498462677,0.8786073923110962,0.252231817476905,0.7942636494095238,0.8260611795911895,0.8619897351986926,0.9832216665460752,0.9999999999788526,0.8826687104165918
ntl_chip_Fontaine-lEveque_762,learned,30.9782829284668,0.9092011451721193,0.0282542072236537,0.0179742537438869,-0.0006778714596293,0.9565963745117188,0.9781309962272644,0.1860707645836772,0.8328892511859989,0.7247999731924504,0.7746399977132039,0.8444192185274675,0.9999999999959831,0.9826523571437427
ntl_chip_Forest_Hills_529,learned,33.24216842651367,0.9309494495391846,0.0217714309692382,0.0140488464385271,-0.0010476941242814,0.9836806654930116,0.9918614625930786,0.2236590561118295,0.8729209363356694,0.7879453777081087,0.8238564943710057,0.759539853338833,0.9999999999984897,0.9964462918938846
ntl_chip_Fotadrevo_1891,learned,36.276145935058594,0.8609893321990967,0.0153526533395051,0.011477518826723,0.0001263806043425,0.5901058912277222,0.7684547305107117,0.27403352565961875,0.7441466952213351,0.8504674043860291,0.8560956295658871,0.9709939208868158,0.9999999999620652,0.7720068735242909
ntl_chip_Funadhoo_1926,learned,35.75154113769531,0.9034010767936708,0.0163085237145423,0.0100596016272902,-1.0803380064317024e-05,0.8114473819732666,0.9010117650032043,0.2653232803413946,0.8222131769848201,0.8411567604385156,0.8738733814469821,0.9975204763542186,0.99999999998255,0.9051766461850558
ntl_chip_Gaoping_1131,learned,35.45347595214844,0.9466787576675416,0.016877906396985,0.0099777933210134,-0.0005798757774755,0.9863117337226868,0.9931799173355104,0.26037437232533345,0.9018735709865843,0.8356106952349593,0.874899088569643,0.8669105693489929,0.9999999999987331,0.9977708411264874
ntl_chip_Gayeri_765,learned,21.814189910888672,0.6157919764518738,0.0811503157019615,0.0616016536951065,-0.0018115286948159,0.669075071811676,0.8182246088981628,0.03391527781855104,0.2928166430417743,0.20956606165773184,0.22764254831324404,0.5842293608975648,0.9999999999693737,0.8220068106501185
ntl_chip_Gisborne_34,learned,38.08053588867188,0.9197552800178528,0.0124726649373769,0.0085863871499896,0.000292852288112,0.9458771347999572,0.972631573677063,0.3039926095732705,0.8523160440081273,0.8785198969472098,0.8923444469334322,0.9327863901138421,0.9999999999949911,0.9771275137917492
ntl_chip_Gosen_1773,learned,34.37561798095703,0.9410903453826904,0.0191079080104827,0.0117209013551473,-0.0005073061329312,0.9786964058876038,0.9893479943275452,0.24247822003227848,0.8915870880820828,0.8138893912089299,0.853044115553467,0.8835662964031462,0.9999999999980285,0.9939212052487839
